donor21_Normal_sample21_14	donor21_Normal_sample21_6	donor21_MDS_sample21_16	donor21_MDS_sample21_29	donor21_MDS_sample21_31	donor22_Normal_sample22_22	donor22_Normal_sample22_27	donor22_Normal_sample22_45	donor22_MDS_sample22_44b	donor23_Normal_sample23_13	donor23_Normal_sample23_28	donor23_Normal_sample23_5	donor23_MDS_sample23_24	donor23_MDS_sample23_38	donor23_MDS_sample23_6
16.50622653.50623587	230	171	68	72	85	109	205	113	20	148	179	159	61	30	81
16.55478230.55479428	144	147	52	52	57	83	185	111	13	212	186	107	52	34	56
16.56082465.56083138	45	42	16	29	17	36	63	32	4	46	53	67	12	14	28
16.56315898.56317003	82	58	28	25	26	45	87	37	9	66	76	68	23	17	35
16.57011032.57011565	51	37	38	53	30	7	33	28	36	10	28	25	51	46	51
16.57382965.57383574	111	78	19	30	28	28	90	50	4	45	73	67	23	17	31
16.58915990.58916570	52	54	16	23	30	48	91	47	5	70	87	31	11	12	24
16.60111726.60112219	43	40	15	18	18	18	36	36	2	64	62	46	25	8	22
16.65155941.65156330	22	13	296	88	25	11	31	51	48	74	64	13	39	73	103
16.65773177.65773941	63	52	16	22	17	33	79	44	6	71	78	44	28	16	26
16.66442084.66442966	123	106	444	185	86	41	136	143	84	175	127	116	94	180	204
16.67301949.67302459	82	53	213	98	55	63	64	76	45	51	51	100	110	95	129
16.67837649.67838397	124	118	36	38	31	56	91	65	8	43	71	86	32	20	31
16.68180539.68180849	27	18	60	43	22	8	21	20	17	21	16	13	15	38	29
16.68504119.68505692	428	306	124	147	140	238	432	221	42	252	292	271	97	51	120
16.72887529.72888223	57	61	16	16	17	32	63	62	5	59	66	35	20	10	20
16.72965238.72966447	165	101	61	58	53	77	120	114	14	168	106	121	40	37	46
16.73043869.73044599	46	58	18	25	14	26	63	43	4	56	42	36	14	15	23
16.75338432.75339848	89	81	329	188	111	53	103	87	81	84	138	168	149	136	207
16.75414015.75414534	50	41	21	14	16	23	49	35	8	42	31	28	7	12	14
16.78796096.78796577	80	81	18	15	13	55	53	46	10	74	79	77	17	24	26
16.79117927.79118163	42	45	6	19	13	28	44	36	5	36	45	22	11	12	19
16.79362436.79363560	146	115	37	51	46	67	129	88	10	114	134	83	31	27	39
16.80710102.80710892	82	66	24	23	23	30	81	55	4	48	63	68	9	10	3
16.81026901.81027231	22	23	70	53	24	12	33	33	22	41	39	42	55	57	66
16.82970304.82971282	67	63	248	253	71	44	144	117	69	127	153	131	116	89	236
16.83777816.83778722	241	323	125	132	53	127	160	147	21	185	233	166	58	64	110
16.84792420.84793067	38	23	54	66	27	11	58	60	29	24	26	35	38	69	68
16.84985602.84987552	322	271	1041	595	303	123	455	322	216	366	323	372	285	387	679
16.85271683.85272437	43	48	96	98	56	18	54	36	40	36	23	25	49	74	43
16.85387885.85389434	153	136	409	228	134	74	202	140	149	128	155	157	156	189	222
16.85415082.85416583	213	168	592	387	210	163	386	231	162	177	208	247	222	234	375
16.85424361.85424976	51	39	85	96	44	24	35	46	35	19	38	62	89	75	88
16.85685008.85686859	116	115	209	172	94	86	122	60	62	65	69	80	106	114	178
16.86334398.86335289	73	56	308	120	54	41	118	100	68	111	98	62	72	100	148
16.86899498.86900177	31	19	106	60	36	9	19	24	13	16	15	37	65	50	102
16.88526224.88529092	244	205	328	341	152	131	263	135	152	81	113	160	152	177	282
16.88557011.88559387	239	222	278	314	157	158	283	124	173	56	111	181	203	167	398
16.88563979.88567461	436	364	661	569	334	277	475	291	274	201	191	347	363	440	708
17.946344.947728	114	100	388	350	78	83	137	63	49	164	97	128	136	153	304
17.1234947.1235356	34	28	64	72	34	16	44	35	24	28	32	52	39	63	91
17.4981233.4982260	62	31	130	132	39	36	84	51	14	29	26	45	64	132	106
17.8838364.8839068	92	112	34	46	18	74	72	70	11	50	79	108	35	19	42
17.12719127.12719568	62	48	6	16	10	29	44	12	3	57	41	45	13	12	29
17.14596698.14597246	53	40	8	10	23	29	48	36	4	34	62	39	17	10	25
17.17542961.17543629	59	69	30	25	21	32	41	40	3	17	36	29	10	9	16
17.17683904.17685889	184	153	336	186	128	92	181	116	137	122	138	123	117	191	258
17.17817185.17817757	28	36	122	63	43	21	43	29	47	48	30	36	56	73	84
17.19351731.19352853	17	20	302	110	48	11	41	26	57	72	54	17	50	107	121
17.20088243.20088845	71	68	20	38	22	35	58	37	8	62	52	50	15	8	32
17.20770850.20772217	85	53	250	158	118	12	99	93	81	174	165	183	87	132	289
17.21102574.21103635	63	34	80	101	56	31	65	50	41	52	48	60	60	75	71
17.21454365.21455064	75	78	183	107	52	13	63	23	42	87	38	41	100	117	80
17.25544464.25545042	83	69	9	28	10	20	64	47	6	34	74	41	20	8	13
17.33349543.33350262	76	49	108	60	83	49	48	51	42	43	40	91	94	70	89
17.33694918.33695646	110	124	23	35	48	66	152	66	15	89	91	66	27	26	44
17.35083273.35084526	99	102	207	188	77	39	165	92	62	75	110	84	88	128	210
17.37274899.37275556	210	129	45	53	48	54	143	54	16	70	88	120	36	28	44
17.39933379.39934434	57	38	108	118	62	23	61	35	43	47	25	26	33	84	69
17.39948803.39950905	284	243	665	396	241	147	337	249	217	240	242	259	284	335	480
17.41436867.41439948	1257	945	1713	1315	762	641	1646	756	538	323	439	392	769	770	1376
17.45777958.45779677	129	107	169	166	100	59	119	113	75	60	88	89	114	116	175
17.48705134.48705805	41	47	64	52	41	13	32	41	35	34	27	27	38	57	51
17.49123845.49124617	45	33	153	123	47	25	70	83	41	97	68	52	51	72	104
17.52938112.52939165	47	39	141	77	54	15	51	58	56	59	67	65	59	93	113
17.53522170.53522984	68	59	26	25	11	35	53	41	8	64	79	61	28	30	20
17.53741576.53742088	84	59	16	25	25	35	65	38	5	83	90	55	20	15	43
17.56012458.56014101	170	120	468	302	109	88	218	132	88	249	127	152	136	239	307
17.56310834.56311390	79	65	23	29	17	47	98	37	9	36	63	66	16	21	34
17.57889575.57889962	67	42	21	22	11	57	58	39	3	43	47	44	16	12	20
17.61509177.61510098	47	36	82	73	32	20	44	44	32	46	37	46	55	61	76
17.64940189.64941267	51	46	77	80	21	15	59	37	50	53	56	65	92	82	138
17.65427237.65428317	31	36	108	90	47	35	50	78	28	49	40	63	65	57	96
17.66233383.66234486	116	117	37	38	34	43	99	74	13	53	76	88	33	15	31
17.67112043.67112439	101	75	20	34	21	21	79	36	2	58	85	47	21	10	26
17.68523446.68524004	60	54	21	21	23	21	97	60	10	42	86	38	18	8	32
17.71470348.71470913	22	17	137	59	28	23	28	26	18	55	34	45	61	67	91
17.71640666.71641829	74	67	222	119	55	63	100	50	63	90	94	60	78	115	124
17.73432010.73432415	35	22	35	55	20	13	20	23	22	12	14	31	34	36	52
17.73548889.73549737	60	45	302	93	92	22	51	48	79	57	41	52	53	123	118
17.74025082.74026322	76	71	208	117	71	45	150	46	88	92	76	86	57	129	120
17.75567270.75568170	32	19	41	81	29	8	25	33	19	9	13	13	32	65	70
17.76885615.76886084	55	43	20	26	9	18	38	26	5	26	36	43	18	6	14
18.456367.457769	36	40	167	102	52	20	62	47	48	88	59	30	58	102	91
18.3703617.3704258	39	29	153	71	33	15	53	62	26	63	43	40	46	79	62
18.5515118.5516028	66	102	35	33	33	37	72	68	8	108	102	53	30	15	41
18.6482498.6483087	35	23	102	59	32	15	52	29	24	60	42	29	41	59	55
18.7370438.7371181	36	29	228	184	10	18	56	35	13	126	39	29	58	91	112
18.9061977.9062795	81	64	21	11	16	32	69	38	6	44	53	42	25	20	25
18.9876717.9877839	38	30	279	93	51	27	58	71	36	119	85	67	56	109	132
18.13309501.13310711	98	65	125	125	98	30	132	80	70	32	79	97	85	78	147
18.13549106.13550097	89	74	25	38	36	51	94	36	15	91	113	59	15	16	45
18.19182146.19182673	59	59	24	22	21	31	50	49	7	61	57	46	14	14	27
18.19773226.19774606	79	86	287	157	95	49	141	135	113	118	120	87	136	188	165
18.19887443.19887947	75	46	19	27	14	29	68	35	5	40	47	43	16	8	17
18.22023810.22024122	38	26	12	15	12	22	43	31	1	38	31	35	10	5	24
18.29371248.29372521	163	117	42	41	46	58	118	80	7	117	120	107	28	22	42
18.32352810.32353222	47	45	12	8	11	37	53	35	4	69	67	42	21	13	34
18.32618798.32619487	85	65	31	32	20	43	72	71	3	70	78	56	22	13	42
18.32847053.32847897	38	17	238	132	48	21	71	49	44	78	35	43	51	90	102
18.34878936.34880139	52	38	363	138	59	46	41	58	39	108	60	45	96	126	137
18.35536410.35537331	101	85	31	50	35	36	118	51	9	145	131	60	22	26	44
18.36897860.36898731	97	68	28	26	34	36	53	42	10	70	120	57	21	21	23
18.42339171.42340279	73	66	25	26	27	41	112	55	13	95	100	67	19	14	40
18.42682914.42684321	138	123	29	45	35	80	135	86	10	107	119	95	31	36	73
18.43131242.43131878	119	95	38	40	38	46	105	68	11	104	114	81	33	20	48
18.43668350.43669129	33	26	414	96	109	20	41	74	110	93	67	35	58	140	143
18.43921770.43922549	79	64	17	19	23	27	99	62	8	60	70	47	21	12	34
18.48470319.48471515	200	176	59	50	33	105	173	90	15	173	191	112	49	27	59
18.52935236.52936263	83	74	36	25	13	25	57	52	9	87	88	49	32	19	38
18.53415505.53416000	12	12	28	18	33	8	16	5	46	8	19	13	29	48	33
18.54744782.54745930	255	155	96	78	59	157	188	108	18	120	155	151	60	42	66
18.55682370.55682792	48	35	4	7	10	23	34	22	5	26	32	21	10	6	15
18.56232365.56232724	36	39	8	6	9	19	27	23	2	19	29	20	6	6	6
18.57588631.57589056	59	32	8	10	13	41	39	48	2	35	41	42	21	17	28
18.60903358.60904547	212	194	46	60	85	92	198	164	18	188	208	118	60	36	61
18.62380669.62380808	26	18	8	10	16	23	32	14	1	27	34	28	3	4	12
18.66333021.66333277	36	32	14	12	11	11	28	34	4	47	52	23	13	11	17
18.67951730.67953183	114	109	38	43	47	52	107	110	11	106	133	93	34	13	50
18.68448980.68449653	45	26	9	30	10	13	37	12	2	56	64	51	16	14	24
18.72884738.72885971	150	89	32	44	46	73	170	55	20	113	135	86	35	27	51
18.73846561.73846923	45	26	10	7	16	28	45	33	3	41	42	24	8	2	14
18.74499311.74500246	40	26	108	75	47	14	33	12	1	24	28	34	39	46	66
18.74839769.74840793	132	84	54	41	49	66	128	96	12	116	114	117	39	20	45
18.74859391.74859807	40	35	14	16	15	26	36	24	1	47	59	34	16	9	23
18.74920667.74921477	65	66	28	22	21	28	70	72	6	66	110	67	35	14	48
18.75929397.75929935	78	21	10	12	13	19	47	20	6	56	62	51	6	10	28
18.76402809.76403346	72	53	26	22	29	45	62	49	5	46	60	48	17	10	31
18.77217730.77220760	110	107	373	244	97	59	147	92	78	160	110	132	137	148	212
18.77917293.77918498	84	24	282	252	127	26	81	21	35	63	68	150	104	110	161
19.944009.945130	43	70	87	85	45	34	32	26	44	22	20	51	40	58	60
19.1079610.1083272	451	534	984	958	561	353	568	329	372	397	275	344	350	538	679
19.4855217.4855891	19	32	97	37	34	12	23	30	36	23	25	24	29	67	61
19.5090791.5091679	104	83	239	153	96	53	85	78	74	57	74	168	142	173	159
19.5127684.5129501	154	158	433	245	135	86	165	103	111	105	108	160	194	225	261
19.6216679.6219834	280	263	571	411	230	169	292	181	191	213	169	225	187	358	311
19.8097740.8098935	53	55	107	95	48	20	85	59	44	54	62	73	67	84	159
19.8436079.8436695	55	56	61	96	46	21	70	59	45	20	33	58	57	48	87
19.13900992.13901528	70	34	58	88	46	26	50	38	25	21	25	56	53	61	67
19.17190366.17191232	38	41	214	101	30	59	43	41	42	45	28	75	79	63	88
19.18853812.18855287	76	81	176	126	80	39	82	61	68	47	50	64	71	118	128
19.21665559.21667090	138	84	753	452	235	59	107	87	51	204	52	47	226	367	589
19.30384505.30384802	11	21	83	57	28	23	37	31	41	67	28	39	25	50	75
19.32864393.32865131	65	54	202	82	45	34	56	80	47	72	73	93	88	75	143
19.33822984.33823661	135	117	35	41	36	71	116	75	8	64	76	76	27	16	45
19.35530909.35533023	119	146	274	177	109	85	153	79	124	134	120	88	106	177	217
19.35738580.35740097	78	71	135	220	107	41	92	50	103	110	58	70	93	209	97
19.42689483.42690140	131	121	37	52	44	56	127	72	11	69	76	73	29	18	43
19.44952094.44952825	169	47	145	137	47	58	102	106	20	26	11	2	61	96	104
19.45198665.45199115	35	15	57	57	22	22	36	24	15	9	18	31	31	40	52
19.46876134.46877500	79	65	117	143	56	29	74	48	56	66	53	75	92	105	137
19.48394819.48395819	26	27	159	86	56	10	34	25	41	25	13	25	21	35	57
19.49361601.49363964	126	94	462	325	238	70	135	184	87	85	59	105	197	227	447
19.49394660.49395957	84	60	346	123	70	57	124	101	82	70	88	107	103	103	239
19.49841280.49844273	371	407	921	726	377	197	456	302	277	372	297	334	391	507	771
19.50248948.50250122	113	102	278	311	176	81	120	140	46	102	88	125	111	113	192
19.50844256.50844986	81	87	29	36	29	29	79	40	3	30	43	83	16	12	28
19.50860345.50862195	85	79	194	191	66	39	79	48	21	36	32	49	90	52	173
19.52286676.52286956	51	40	16	7	11	10	51	24	1	7	17	5	4	9	8
19.52288212.52288882	93	107	27	20	23	18	68	26	2	3	31	6	6	7	6
19.52314470.52315070	71	53	14	9	9	10	20	14	1	4	15	6	5	9	4
19.52327662.52328301	83	42	9	11	8	12	23	18	0	4	19	2	6	7	9
19.54162356.54162816	31	19	118	95	42	10	43	34	28	73	33	37	55	76	97
19.58950936.58952351	450	227	744	683	388	116	189	52	142	34	47	19	441	475	698
19.59073149.59074793	196	147	170	134	80	74	61	26	50	28	23	41	76	73	116
20.217891.218804	123	108	50	48	40	43	69	77	7	99	148	117	42	22	37
20.1548117.1549166	63	65	14	17	14	26	47	19	2	31	43	31	20	10	27
20.1722452.1722773	60	36	9	14	16	21	39	29	3	21	20	24	10	7	15
20.2967093.2967570	58	76	26	25	19	44	54	49	3	33	44	36	13	13	26
20.4637012.4637708	54	17	50	104	24	5	60	33	13	50	20	35	51	53	71
20.8053947.8054429	25	27	125	28	20	18	26	40	21	52	36	32	39	44	65
20.9378495.9378988	133	114	32	48	33	61	119	80	9	107	145	80	27	23	52
20.9480511.9481381	86	64	25	29	16	47	65	32	10	67	51	58	26	12	21
20.9484139.9485033	67	45	20	21	27	24	60	38	5	73	64	59	19	15	27
20.9596435.9597294	71	45	27	20	19	23	55	29	4	44	56	30	16	11	22
20.9969755.9969933	30	25	7	16	8	18	20	29	1	34	41	19	8	5	11
20.9980183.9980897	78	97	33	38	30	60	96	39	7	76	126	67	25	19	21
20.10003073.10003591	49	39	10	17	13	21	44	20	3	32	39	30	10	13	18
20.10489068.10489854	42	33	137	60	27	11	40	44	18	56	42	38	45	55	91
20.12003763.12004393	63	41	10	14	6	29	51	26	8	47	53	39	12	7	18
20.14206885.14207920	45	32	114	85	46	10	9	5	7	12	29	16	39	41	86
20.16371537.16372210	92	57	15	29	20	37	50	52	11	57	89	49	15	14	27
20.16471354.16472774	98	95	57	56	24	48	95	51	8	133	125	91	28	20	63
20.19466607.19467778	68	50	125	130	97	15	132	80	64	33	70	71	49	76	161
20.19686833.19687998	128	69	34	35	41	59	107	41	9	73	107	76	20	14	41
20.19898339.19899156	89	78	30	16	27	60	119	64	7	83	101	83	20	22	36
20.19923459.19924186	156	123	43	48	45	77	116	101	13	86	84	103	39	24	45
20.19983160.19984617	155	137	52	46	53	82	141	76	14	97	137	79	38	26	48
20.20235633.20236258	112	82	29	43	33	71	72	60	5	78	96	88	18	19	34
20.20240096.20240669	65	81	34	20	29	46	50	68	2	49	50	60	17	13	22
20.20297792.20298566	74	44	11	36	35	42	66	21	7	78	82	49	14	18	23
20.20804184.20804746	60	58	35	29	16	20	43	45	7	33	56	29	8	8	17
20.23205535.23206679	133	122	63	41	45	71	178	80	21	90	164	95	39	18	59
20.23429996.23430468	61	43	20	20	16	26	60	31	9	57	41	56	18	9	27
20.23636159.23637476	241	266	84	91	92	110	261	147	21	204	224	121	45	51	77
20.24369861.24370875	133	134	41	55	54	80	182	66	22	183	179	101	29	31	63
20.25203688.25204231	48	37	165	81	31	57	47	31	52	48	38	72	71	71	95
20.25967708.25968405	70	61	138	121	35	33	78	35	28	45	43	14	76	26	66
20.29523584.29525982	88	111	260	197	88	31	41	64	79	129	134	57	107	146	248
20.30073227.30073849	26	24	97	54	52	4	5	4	5	4	8	5	55	26	162
20.30622182.30623483	148	143	47	67	31	49	139	110	16	83	109	141	38	25	82
20.31085208.31086045	69	50	98	100	61	40	102	46	46	61	42	51	45	74	154
20.31268411.31270299	275	217	451	510	248	200	443	272	208	261	317	319	300	275	770
20.33025173.33026058	56	48	105	119	42	17	80	50	30	54	37	43	38	59	103
20.33300652.33301770	36	38	182	70	15	29	25	28	16	56	39	67	95	71	107
20.36787040.36787784	50	35	200	214	33	31	81	40	39	102	44	55	57	88	113
20.37294582.37295649	94	72	222	173	70	29	111	103	64	84	82	80	95	131	175
20.38968383.38969198	170	125	56	64	50	91	150	122	16	119	126	111	36	29	55
20.39126528.39127594	222	231	118	95	78	173	289	193	27	172	209	252	77	47	111
20.39398467.39398997	59	46	14	30	15	26	63	27	6	33	40	36	9	10	13
20.39584973.39585694	86	68	19	25	33	42	69	53	10	41	66	55	16	9	31
20.40072190.40072903	74	50	25	24	23	28	56	32	6	46	61	50	17	11	22
20.40261497.40262003	71	53	17	25	18	51	31	48	7	49	40	33	16	7	21
20.44438735.44439163	42	24	53	71	26	15	54	31	27	22	41	44	59	51	85
20.44739666.44740299	189	169	52	56	50	79	191	71	13	95	117	105	45	27	58
20.46043987.46044627	123	117	40	39	42	98	141	70	18	47	93	70	24	19	35
20.47328620.47329693	287	232	94	94	81	118	272	143	19	126	139	181	77	45	73
20.48099107.48099577	69	73	194	150	101	68	108	78	60	137	76	55	73	118	123
20.48891083.48892258	395	454	201	186	182	264	611	365	42	319	435	337	123	78	196
20.52533411.52534571	49	53	218	103	26	18	54	58	27	72	71	65	81	84	165
20.52539010.52539913	68	72	22	20	20	43	73	67	6	53	74	42	13	9	32
20.55081194.55081600	29	22	69	63	27	10	36	20	11	53	30	38	42	42	81
20.55296844.55297848	219	131	53	60	66	113	194	107	14	154	167	138	50	46	66
20.56881340.56882470	122	101	59	34	27	87	117	75	12	88	89	130	40	32	44
20.58583118.58584079	127	114	63	38	36	60	86	46	15	107	144	104	33	33	31
20.61059687.61063274	217	251	625	363	269	117	336	205	220	165	229	238	207	384	428
21.15964018.15964834	48	89	35	41	23	39	72	75	13	120	117	84	17	16	31
21.16817401.16818222	57	45	17	13	24	30	52	40	6	59	52	34	17	6	28
21.17058636.17059642	90	63	19	25	22	28	77	64	11	68	102	41	23	14	34
21.19156155.19156876	85	78	35	41	30	30	77	61	3	84	126	71	28	13	37
21.26873999.26874785	52	39	9	17	14	19	43	34	6	51	53	28	16	6	16
21.27094732.27095679	89	83	45	26	34	81	68	62	9	47	65	52	18	12	32
21.27275947.27276746	85	60	44	29	25	59	60	37	13	73	104	111	25	17	37
21.28168284.28168619	6	7	94	38	5	1	9	20	10	20	11	3	25	30	37
21.28344269.28345130	89	64	20	28	36	44	80	64	7	106	126	63	21	20	35
21.30448443.30450251	204	106	520	327	167	72	170	59	79	174	217	203	170	207	392
21.32573361.32574375	83	81	29	25	27	53	80	45	10	75	88	52	22	16	29
21.32699026.32699827	96	62	22	26	19	37	76	41	11	62	66	58	22	16	32
21.32984958.32986053	155	141	50	46	40	120	175	71	22	127	165	188	44	45	66
21.33888791.33889669	20	16	24	43	16	18	37	29	19	36	24	44	99	57	103
21.35898945.35899593	40	67	361	148	58	22	71	84	44	113	88	61	93	98	166
21.37030236.37030973	57	51	22	26	14	39	62	41	7	47	54	45	16	11	22
21.38432487.38432967	24	27	217	101	11	64	31	45	24	87	37	53	69	87	99
21.39812400.39813127	46	34	157	78	24	40	66	57	27	72	30	36	63	93	97
21.40450939.40452000	110	125	37	41	46	65	114	89	14	78	106	94	43	17	47
21.40508207.40508329	31	29	6	17	5	15	39	19	3	19	18	19	5	9	13
21.40757206.40758594	219	113	315	250	127	141	183	41	83	75	21	112	118	168	192
21.43113099.43113607	43	46	10	22	10	12	41	22	1	23	39	22	10	8	15
21.43315040.43315557	36	33	67	27	52	14	21	26	51	24	31	27	24	51	34
21.43669239.43669796	59	49	15	15	14	20	60	17	5	22	22	46	14	5	14
21.46013180.46014578	47	54	80	94	39	35	75	45	51	55	46	67	74	64	148
21.46493186.46495744	259	274	883	499	280	174	351	206	225	210	204	238	240	303	313
21.46676201.46678139	162	144	253	252	99	63	124	76	83	84	121	139	153	172	264
21.46738613.46740761	91	114	447	281	79	55	111	65	89	101	78	101	170	173	236
22.17722650.17723606	114	121	52	54	22	55	71	63	7	44	57	71	29	19	29
22.19879805.19880259	27	22	59	30	46	24	24	13	37	27	19	9	15	37	38
22.21447458.21448721	113	66	199	106	72	38	94	88	64	49	54	92	87	91	186
22.23527758.23528437	43	41	66	76	29	17	55	31	25	17	36	43	69	36	61
22.23565457.23566819	117	104	121	166	83	36	176	88	74	48	78	99	116	111	172
22.23584324.23585558	81	44	127	136	59	12	69	41	56	42	42	53	81	156	84
22.23877645.23881046	157	162	512	349	145	86	248	147	139	176	143	176	182	264	342
22.28424982.28425701	58	50	182	220	31	35	98	55	43	105	47	89	106	114	143
22.30129293.30131279	114	158	181	247	127	39	138	49	83	61	129	214	153	118	278
22.30229162.30230242	15	12	149	46	4	6	10	27	14	39	23	17	44	50	75
22.30604468.30605554	46	51	215	103	32	34	63	60	23	62	53	49	92	96	88
22.36235920.36236781	41	51	216	132	55	30	90	83	46	115	71	54	60	119	132
22.36772996.36773920	57	33	56	77	43	16	57	39	35	26	40	49	53	56	109
22.39569976.39572872	190	162	554	336	146	106	162	125	121	199	116	145	139	242	252
22.39860952.39861564	44	55	76	50	59	22	59	25	45	20	27	44	42	51	56
22.40659199.40659770	38	35	111	97	43	22	55	49	21	35	28	61	60	63	100
22.41908531.41909171	45	46	54	64	42	28	37	37	40	20	21	28	43	58	77
22.44426304.44427531	59	58	109	87	70	37	93	46	41	50	44	63	65	66	116
22.48963046.48963705	44	50	63	56	46	32	47	36	32	16	20	50	50	59	88
22.50556891.50557914	70	68	379	185	57	43	117	111	59	111	99	154	155	173	228
22.50657705.50658726	72	79	89	76	60	39	73	30	39	26	40	31	58	66	78
X.1622842.1623708	105	92	32	26	29	62	113	62	10	69	72	73	27	19	28
X.1779667.1781117	85	62	418	502	122	52	94	68	63	167	126	132	265	401	703
X.2439138.2440299	125	115	30	53	33	56	90	64	6	101	110	99	40	24	25
X.3581540.3582363	85	85	22	28	41	99	206	130	18	92	94	91	26	18	31
X.4853628.4854795	57	72	26	33	21	85	128	107	14	91	104	66	16	16	47
X.9023242.9024195	52	44	17	16	15	58	106	75	10	50	59	44	18	15	27
X.9058949.9059899	105	57	23	29	30	74	111	80	5	52	99	73	25	10	21
X.9644984.9645754	69	55	30	27	21	44	67	66	5	47	53	26	11	14	16
X.9909925.9910767	88	57	33	29	12	84	81	56	7	49	58	88	28	22	28
X.10435730.10436560	45	33	11	13	16	41	61	50	7	38	40	31	14	14	9
X.15339667.15339973	36	23	10	11	6	18	39	40	3	29	34	12	6	5	13
X.15384728.15385232	30	31	5	20	10	32	59	49	4	43	48	18	11	3	11
X.15921147.15921849	53	39	11	11	17	52	104	69	10	48	49	53	18	8	21
X.16502201.16502909	74	49	23	31	27	85	96	75	12	75	86	66	20	7	31
X.20430927.20431612	45	24	9	17	14	43	61	61	10	46	33	47	9	10	17
X.23835219.23835867	62	50	20	27	24	55	117	62	10	52	71	43	20	11	22
X.30595351.30596099	80	42	18	21	16	40	81	42	4	72	72	37	15	9	11
X.30656400.30656947	53	38	18	15	17	27	70	45	12	51	63	21	7	8	19
X.30661414.30661946	51	45	29	15	18	36	62	52	9	60	63	42	14	12	21
X.35717579.35718304	75	70	23	32	34	117	129	102	11	117	130	105	39	20	53
X.37655901.37656663	148	105	38	41	42	86	182	109	8	106	144	63	33	15	40
X.39003803.39004625	48	41	22	15	10	26	62	45	5	49	51	27	9	9	12
X.40265492.40266266	85	53	21	27	28	80	125	49	12	80	67	79	29	22	32
X.45089548.45090135	56	33	18	12	12	43	61	42	5	41	46	40	7	8	11
X.46487943.46489059	174	155	100	75	56	168	155	150	16	127	131	163	51	33	66
X.49093444.49094215	133	114	68	54	50	90	165	104	17	113	117	101	28	30	43
X.53501415.53501941	44	29	9	17	11	18	44	21	4	31	34	35	9	4	19
X.53740801.53742322	134	106	51	34	35	51	124	75	13	107	130	112	23	18	46
X.65269767.65270524	91	89	29	53	28	38	87	83	11	93	116	54	20	10	33
X.67137234.67137828	57	64	13	22	11	22	57	31	8	52	72	44	12	7	20
X.67886017.67886951	137	114	24	31	40	81	144	85	12	105	112	69	23	13	35
X.68042360.68042939	45	30	109	60	34	13	52	37	33	56	45	27	39	54	61
X.69674152.69675634	86	83	318	228	117	47	122	82	100	231	111	59	80	187	173
X.77577251.77577781	66	48	35	22	33	37	76	54	3	66	79	44	19	11	30
X.112004468.112005611	78	37	9	10	25	70	139	54	11	63	101	45	17	14	23
X.115009309.115009804	8	9	72	54	23	12	18	54	42	26	11	8	16	29	36
X.117851788.117853191	143	83	45	45	49	70	168	130	13	120	138	88	29	21	51
X.118149428.118149973	66	53	21	27	18	45	39	50	3	43	29	47	18	10	18
X.119033023.119033694	122	89	39	33	39	41	113	74	11	83	118	75	32	17	35
X.119169835.119170406	51	36	6	13	10	23	47	23	10	41	33	35	9	5	10
X.119403144.119403675	49	41	9	7	6	17	22	28	2	31	52	34	10	9	14
X.119669865.119670217	33	21	11	12	11	14	30	30	5	35	52	13	11	8	11
X.123342466.123342988	61	37	25	24	20	43	90	63	15	48	80	36	6	10	18
X.128865159.128865677	62	52	20	21	14	35	41	42	8	31	52	43	16	9	20
X.135842148.135842514	45	45	21	13	16	20	46	40	8	48	59	24	11	5	22
